Key,Faculty,Department,Program,Level,Degree,Course code,Course number,Title,Description,Metadata,Type,Website
GCS_230,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,COEN,445,Communication Networks and Protocols,Laboratory: 15 Hours Total,Laboratory/Clinics,Course-integrated,
GCS_231,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,COEN,451,VLSI Circuit Design,Laboratory: 30 Hours Total,Laboratory/Clinics,Course-integrated,
GCS_232,GCS,Electrical and Computer Engineering (ECE),Computer Engineering,Undergraduate,Bachelor,COEN,490,Capstone Computer Engineering Design Project,"Capstone, Group Project",Capstone project,Course-integrated,
GCS_233,GCS,Electrical and Computer Engineering (ECE),Computer Engineering,Graduate,Master,COEN,6211,Biological Computing and Synthetic Biology,A Project Is Required,,Course-integrated,
GCS_234,GCS,Electrical and Computer Engineering (ECE),Computer Engineering,Graduate,Master,COEN,6311,Software Engineering,A Project Is Required,,Course-integrated,
GCS_235,GCS,Electrical and Computer Engineering (ECE),Computer Engineering,Graduate,Master,COEN,6312,Model-Driven Software Engineering,A Project Is Required,,Course-integrated,
GCS_236,GCS,Electrical and Computer Engineering (ECE),Computer Engineering,Graduate,Master,COEN,6313,Programming on the Cloud,A Project Is Required,,Course-integrated,
GCS_237,GCS,Electrical and Computer Engineering (ECE),Computer Engineering,Graduate,Master,COEN,6321,Applied Evolutionary and Learning Algorithms,A Project Is Required,,Course-integrated,
GCS_238,GCS,Electrical and Computer Engineering (ECE),Computer Engineering,Graduate,Master,COEN,6331,Neural Networks,A Project Is Required,,Course-integrated,
GCS_239,GCS,Electrical and Computer Engineering (ECE),Computer Engineering,Graduate,Master,COEN,6341,Embedded System Modelling,A Project Is Required,,Course-integrated,
GCS_24,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,BLDG,6231,Applications of Artificial Intelligence in Building and Civil Engineering,A Project Is Required,,Course-integrated,
GCS_240,GCS,Electrical and Computer Engineering (ECE),Computer Engineering,Graduate,Master,COEN,6501,Digital System Design and Synthesis,"Project Involving System Design And Modelling, A Project Is Required",,Course-integrated,
GCS_241,GCS,Electrical and Computer Engineering (ECE),Computer Engineering,Graduate,Master,COEN,6511,VLSI Circuit Design,A Project Is Required,,Course-integrated,
GCS_242,GCS,Electrical and Computer Engineering (ECE),Computer Engineering,Graduate,Master,COEN,6521,Design for Testability,A Project Is Required,,Course-integrated,
GCS_243,GCS,Electrical and Computer Engineering (ECE),Computer Engineering,Graduate,Master,COEN,6531,ASIC Synthesis,A Project Is Required,,Course-integrated,
GCS_244,GCS,Electrical and Computer Engineering (ECE),Computer Engineering,Graduate,Master,COEN,6541,Functional Hardware Verification,A Project Is Required,,Course-integrated,
GCS_245,GCS,Electrical and Computer Engineering (ECE),Computer Engineering,Graduate,Master,COEN,6551,Formal Hardware Verification,A Project Is Required,,Course-integrated,
GCS_246,GCS,Electrical and Computer Engineering (ECE),Computer Engineering,Graduate,Master,COEN,6611,Real-time Systems,A Project Is Required,,Course-integrated,
GCS_247,GCS,Electrical and Computer Engineering (ECE),Computer Engineering,Graduate,Master,COEN,6711,Microprocessors and Their Applications,A Project Is Required,,Course-integrated,
GCS_248,GCS,Electrical and Computer Engineering (ECE),Computer Engineering,Graduate,Master,COEN,6721,Fault-Tolerant Distributed Systems,A Project Is Required,,Course-integrated,
GCS_249,GCS,Electrical and Computer Engineering (ECE),Computer Engineering,Graduate,Master,COEN,6741,Computer Architecture and Design,A Project Is Required,,Course-integrated,
GCS_25,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,BLDG,6241,Building Information Modelling in Construction,A Project Is Required,,Course-integrated,
GCS_250,GCS,Electrical and Computer Engineering (ECE),Computer Engineering,Graduate,Master,COEN,7311,Protocol Design and Validation,A Project Is Required,,Course-integrated,
GCS_251,GCS,Electrical and Computer Engineering (ECE),Computer Engineering,Graduate,Master,COEN,7741,Advanced Computer Architecture,A Project Is Required,,Course-integrated,
GCS_252,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,273,Basic Circuit Analysis,Laboratory: 15 Hours Total,Laboratory/Clinics,Course-integrated,
GCS_253,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,275,Principles of Electrical Engineering,Laboratory: 15 Hours Total,Laboratory/Clinics,Course-integrated,
GCS_254,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,311,Electronics I,"Laboratory: 15 Hours Total
Laboratory Pre-Labs, Extensive Simulation Exercises",Laboratory/Clinics;Simulations,Course-integrated,
GCS_255,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,312,Electronics II,"Laboratory: 15 Hours Total
Laboratory Pre-Labs, Extensive Simulation Exercises",Laboratory/Clinics;Simulations,Course-integrated,
GCS_256,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,321,Introduction to Semiconductor Materials and Devices,Laboratory: 15 Hours Total,Laboratory/Clinics,Course-integrated,
GCS_257,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,331,Fundamentals of Electrical Power Engineering,Laboratory: 15 Hours Total,Laboratory/Clinics,Course-integrated,
GCS_258,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,342,Discrete-Time Signals and Systems,Laboratory: 15 Hours Total,Laboratory/Clinics,Course-integrated,
GCS_259,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,367,Introduction to Digital Communications,Laboratory: 15 Hours Total,Laboratory/Clinics,Course-integrated,
GCS_26,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,BLDG,6561,Building Economics I,A Project Is Required,,Course-integrated,
GCS_260,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,372,Fundamentals of Control Systems,Laboratory: 15 Hours Total,Laboratory/Clinics,Course-integrated,
GCS_261,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,390,Electrical Engineering Product Design Project,"Team, Build System/Device, Equivalent Laboratory Time: 6 Hours Per Week",Laboratory/Clinics,Course-integrated,
GCS_262,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,421,Solid State Devices,"Design, Fabricate
Laboratory: 15 Hours Total",Laboratory/Clinics,Course-integrated,
GCS_263,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,422,Design of Integrated Circuit Components,"Design, Fabricate
Laboratory: 15 Hours Total",Laboratory/Clinics,Course-integrated,
GCS_264,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,423,Introduction to Analog VLSI,"Design, Laboratory: 30 Hours Total",Laboratory/Clinics,Course-integrated,
GCS_265,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,424,VLSI Process Technology,"Device Fabrication, Laboratory: 15 Hours Total",Laboratory/Clinics,Course-integrated,
GCS_266,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,425,Optical Devices for High-Speed Communications,Laboratory: 15 Hours Total,Laboratory/Clinics,Course-integrated,
GCS_267,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,430,Electrical Power Equipment,Laboratory: 15 Hours Total,Laboratory/Clinics,Course-integrated,
GCS_268,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,431,Electrical Power Systems,Laboratory: 15 Hours Total,Laboratory/Clinics,Course-integrated,
GCS_269,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,432,Control of Electrical Power Conversion Systems,"System Design, Laboratory: 15 Hours Total",Laboratory/Clinics,Course-integrated,
GCS_27,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,BLDG,6571,Project Management,A Project Is Required,,Course-integrated,
GCS_270,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,433,Power Electronics,Laboratory: 15 Hours Total,Laboratory/Clinics,Course-integrated,
GCS_271,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,434,Behaviour of Power Systems,Laboratory: 15 Hours Total,Laboratory/Clinics,Course-integrated,
GCS_272,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,435,Electromechanical Energy Conversion Systems,Laboratory: 15 Hours Total,Laboratory/Clinics,Course-integrated,
GCS_273,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,436,Protection of Power Systems,Laboratory: 15 Hours Total,Laboratory/Clinics,Course-integrated,
GCS_274,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,438,Industrial Electrical Systems,Laboratory: 15 Hours Total,Laboratory/Clinics,Course-integrated,
GCS_275,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,440,Controlled Electric Drives,Laboratory: 15 Hours Total,Laboratory/Clinics,Course-integrated,
GCS_276,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,441,Modern Analog Filter Design,Laboratory: 15 Hours Total,Laboratory/Clinics,Course-integrated,
GCS_277,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,442,Digital Signal Processing,Laboratory: 15 Hours Total,Laboratory/Clinics,Course-integrated,
GCS_278,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,453,Microwave Engineering,Laboratory: 15 Hours Total,Laboratory/Clinics,Course-integrated,
GCS_279,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,456,Antennas,Laboratory: 15 Hours Total,Laboratory/Clinics,Course-integrated,
GCS_28,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,BLDG,6581,Decision Analysis,A Project Is Required,,Course-integrated,
GCS_280,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,463,Telecommunication Network,Laboratory: 15 Hours Total,Laboratory/Clinics,Course-integrated,
GCS_281,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,465,Networks Security and Management,Laboratory: 15 Hours Total,Laboratory/Clinics,Course-integrated,
GCS_282,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,466,Introduction to Optical Communication Systems,Laboratory: 15 Hours Total,Laboratory/Clinics,Course-integrated,
GCS_283,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,472,Advanced Telecommunication Network,Laboratory: 15 Hours Total,Laboratory/Clinics,Course-integrated,
GCS_284,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,481,Linear Systems,Laboratory: 15 Hours Total,Laboratory/Clinics,Course-integrated,
GCS_285,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,482,System Optimization,Laboratory: 15 Hours Total,Laboratory/Clinics,Course-integrated,
GCS_286,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,483,Real-Time Computer Control Systems,Laboratory: 15 Hours Total,Laboratory/Clinics,Course-integrated,
GCS_287,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Undergraduate,Bachelor,ELEC,490,Capstone Electrical Engineering Design Project,"Capstone, Group Project",Capstone project,Course-integrated,
GCS_288,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Graduate,Master,ELEC,6041,Large-scale Control Systems,A Project Is Required,,Course-integrated,
GCS_289,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Graduate,Master,ELEC,6051,Introduction to Analog VLSI,A Project Is Required,,Course-integrated,
GCS_29,GCS,"Building, Civil and Environmental Engineering (BCEE)",Building Engineering,Graduate,Master,BLDG,6591,Computer-Aided Building Design,A Project Is Required,,Course-integrated,
GCS_290,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Graduate,Master,ELEC,6061,Real-time Computer Control Systems,A Project Is Required,,Course-integrated,
GCS_291,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Graduate,Master,ELEC,6081,Modern Analog Filter Design,A Project Is Required,,Course-integrated,
GCS_292,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Graduate,Master,ELEC,6091,Discrete Event Systems,A Project Is Required,,Course-integrated,
GCS_293,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Graduate,Master,ELEC,6111,Detection and Estimation Theory,A Project Is Required,,Course-integrated,
GCS_294,GCS,Electrical and Computer Engineering (ECE),Electrical Engineering,Graduate,Master,ELEC,6131,Error Detecting and Correcting Codes,A Project Is Required,,Course-integrated,
